No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,AQI_Level
24912,2016,1,2,23,220,220,13,63,3300,2,-3.4,1011.9,-7,0,SE,1.2,Huairou,02-01-2016 23:00,Hazardous
24913,2016,1,3,0,255,317,8,112,6000,7,-1.9,1011.8,-6.5,0,NNW,1.1,Changping,03-01-2016 00:00,Hazardous
24913,2016,1,3,0,246,246,10,73,3400,2,-3.5,1012.1,-6.6,0,SE,0.5,Huairou,03-01-2016 00:00,Hazardous
24913,2016,1,3,0,558,560,42,164,6400,14,-3.2,1017,-4,0,ENE,0.5,Wanshouxigong,03-01-2016 00:00,Hazardous
24913,2016,1,3,0,512,512,12,172,6300,5,-3.2,1017,-4,0,ENE,0.5,Tiantan,03-01-2016 00:00,Hazardous
24914,2016,1,3,1,338,404,9,112,8200,10,-2.6,1011.7,-6.4,0,NNW,0.3,Changping,03-01-2016 01:00,Hazardous
24914,2016,1,3,1,539,546,45,151,6700,13,-3.3,1016.8,-4,0,ENE,1.2,Wanshouxigong,03-01-2016 01:00,Hazardous
24914,2016,1,3,1,226,226,10,58,2800,2,-4,1011.7,-6.8,0,NNW,1.1,Huairou,03-01-2016 01:00,Hazardous
24914,2016,1,3,1,519,519,10,163,6800,5,-3.3,1016.8,-4,0,ENE,1.2,Tiantan,03-01-2016 01:00,Hazardous
24915,2016,1,3,2,500,500,6,133,6700,5,-3.2,1016.8,-3.6,0,NE,1,Tiantan,03-01-2016 02:00,Hazardous
24915,2016,1,3,2,493,493,23,133,6500,10,-3.2,1016.8,-3.6,0,NE,1,Wanshouxigong,03-01-2016 02:00,Hazardous
24915,2016,1,3,2,308,397,7,130,5600,4,-3.2,1011.9,-7,0,NNW,1.2,Changping,03-01-2016 02:00,Hazardous
24915,2016,1,3,2,246,246,4,48,2800,2,-3.9,1012,-6.2,0,WNW,1.7,Huairou,03-01-2016 02:00,Hazardous
24916,2016,1,3,3,246,246,3,51,3100,2,-3.9,1012.1,-6.1,0,WNW,2,Huairou,03-01-2016 03:00,Hazardous
24916,2016,1,3,3,374,374,9,114,4700,4,-3.4,1017.3,-4.7,0,ENE,1.1,Tiantan,03-01-2016 03:00,Hazardous
24916,2016,1,3,3,427,427,30,113,4700,9,-3.4,1017.3,-4.7,0,ENE,1.1,Wanshouxigong,03-01-2016 03:00,Hazardous
24916,2016,1,3,3,345,428,13,117,8500,9,-3.4,1012,-6.7,0,NE,0.1,Changping,03-01-2016 03:00,Hazardous
24917,2016,1,3,4,204,204,13,81,3300,3,-2.6,1017.3,-3.2,0,E,1.8,Tiantan,03-01-2016 04:00,Hazardous
24917,2016,1,3,4,246,246,2,55,3200,2,-4.7,1012.1,-6.5,0,WNW,1,Huairou,03-01-2016 04:00,Hazardous
24917,2016,1,3,4,282,362,9,118,6000,4,-3.8,1012.2,-6.7,0,NE,0.1,Changping,03-01-2016 04:00,Hazardous
24917,2016,1,3,4,219,219,31,75,3000,6,-2.6,1017.3,-3.2,0,E,1.8,Wanshouxigong,03-01-2016 04:00,Hazardous
24918,2016,1,3,5,206,206,27,67,3200,6,-3.4,1017.9,-3.7,0,E,2.1,Wanshouxigong,03-01-2016 05:00,Hazardous
24918,2016,1,3,5,263,263,2,67,3900,2,-5.6,1012.5,-7.1,0,E,0.4,Huairou,03-01-2016 05:00,Hazardous
24918,2016,1,3,5,277,373,5,116,5400,4,-4.1,1012.5,-6.9,0,NNW,1.5,Changping,03-01-2016 05:00,Hazardous
24918,2016,1,3,5,206,206,10,78,3300,4,-3.4,1017.9,-3.7,0,E,2.1,Tiantan,03-01-2016 05:00,Hazardous
24919,2016,1,3,6,261,261,2,66,4100,2,-5.2,1013.2,-6.3,0,WNW,2.3,Huairou,03-01-2016 06:00,Hazardous
24919,2016,1,3,6,257,361,5,109,5000,3,-3.3,1013.1,-5.5,0,ESE,1.1,Changping,03-01-2016 06:00,Hazardous
24919,2016,1,3,6,223,223,17,65,3300,7,-3,1018.3,-3.1,0,ENE,0.9,Wanshouxigong,03-01-2016 06:00,Hazardous
24919,2016,1,3,6,213,213,8,70,3100,5,-3,1018.3,-3.1,0,ENE,0.9,Tiantan,03-01-2016 06:00,Hazardous
24920,2016,1,3,7,172,172,6,58,2300,5,-2.8,1018.9,-2.9,0,E,0.9,Tiantan,03-01-2016 07:00,Hazardous
24920,2016,1,3,7,269,269,4,74,4200,2,-3.7,1013.8,-5.1,0,WNW,2.4,Huairou,03-01-2016 07:00,Hazardous
24920,2016,1,3,7,183,183,11,54,2500,6,-2.8,1018.9,-2.9,0,E,0.9,Wanshouxigong,03-01-2016 07:00,Hazardous
24920,2016,1,3,7,187,251,5,83,4000,2,-4.4,1013.9,-6.5,0,NNW,0.9,Changping,03-01-2016 07:00,Hazardous
24921,2016,1,3,8,187,187,11,50,2200,7,-2.6,1019.1,-3.2,0,ESE,0.9,Wanshouxigong,03-01-2016 08:00,Hazardous
24921,2016,1,3,8,176,176,6,56,2100,7,-2.6,1019.1,-3.2,0,ESE,0.9,Tiantan,03-01-2016 08:00,Hazardous
24921,2016,1,3,8,199,277,5,85,4500,3,-4.2,1014.1,-6.5,0,NW,0.8,Changping,03-01-2016 08:00,Hazardous
24921,2016,1,3,8,256,256,4,72,4100,2,-4.3,1013.9,-5.7,0,WSW,1.7,Huairou,03-01-2016 08:00,Hazardous
24922,2016,1,3,9,184,184,13,48,2000,10,-2.5,1019.9,-3.1,0,ENE,0.8,Wanshouxigong,03-01-2016 09:00,Hazardous
24922,2016,1,3,9,193,264,5,81,4100,3,-4.1,1014.9,-6.1,0,NNW,1.1,Changping,03-01-2016 09:00,Hazardous
24922,2016,1,3,9,168,168,5,49,1800,10,-2.5,1019.9,-3.1,0,ENE,0.8,Tiantan,03-01-2016 09:00,Hazardous
24922,2016,1,3,9,256,256,4,66,4000,2,-3.6,1014.7,-5.8,0,WNW,2.4,Huairou,03-01-2016 09:00,Hazardous
24923,2016,1,3,10,165,195,10,73,2900,4,-2.8,1015.1,-5.1,0,NNW,1.2,Changping,03-01-2016 10:00,Hazardous
24923,2016,1,3,10,162,162,8,54,1600,11,-1.4,1020.1,-3.1,0,ENE,0.9,Tiantan,03-01-2016 10:00,Hazardous
24923,2016,1,3,10,255,255,17,64,3700,2,-2.2,1014.8,-5.9,0,SW,2.6,Huairou,03-01-2016 10:00,Hazardous
24923,2016,1,3,10,170,170,16,46,1600,13,-1.4,1020.1,-3.1,0,ENE,0.9,Wanshouxigong,03-01-2016 10:00,Hazardous
24924,2016,1,3,11,212,233,25,83,3400,6,-1.1,1014.9,-4.3,0,NW,0.9,Changping,03-01-2016 11:00,Hazardous
24924,2016,1,3,11,226,226,28,54,3100,12,0,1014.6,-4.4,0,SW,2.5,Huairou,03-01-2016 11:00,Hazardous
24924,2016,1,3,11,153,153,13,52,1500,19,-0.1,1020,-4.4,0,ENE,1.5,Tiantan,03-01-2016 11:00,Hazardous
24924,2016,1,3,11,148,148,23,33,1300,30,-0.1,1020,-4.4,0,ENE,1.5,Wanshouxigong,03-01-2016 11:00,Unhealthy
24925,2016,1,3,12,152,152,35,34,1400,37,1.7,1018.8,-5.7,0,S,1.3,Wanshouxigong,03-01-2016 12:00,Hazardous
24925,2016,1,3,12,145,145,21,50,1400,30,1.7,1018.8,-5.7,0,S,1.3,Tiantan,03-01-2016 12:00,Unhealthy
24925,2016,1,3,12,246,278,28,95,3700,7,0.1,1013.8,-4.4,0,WNW,1,Changping,03-01-2016 12:00,Hazardous
24925,2016,1,3,12,183,183,31,42,2300,24,1.8,1013.4,-5.8,0,SW,2.2,Huairou,03-01-2016 12:00,Hazardous
24926,2016,1,3,13,132,132,30,53,1400,37,1.8,1017.7,-7,0,SW,2.3,Tiantan,03-01-2016 13:00,Unhealthy
24926,2016,1,3,13,123,123,38,39,1200,40,1.8,1017.7,-7,0,SW,2.3,Wanshouxigong,03-01-2016 13:00,Unhealthy
24926,2016,1,3,13,211,232,23,84,2800,12,1.4,1012.6,-4.1,0,SE,1,Changping,03-01-2016 13:00,Hazardous
24926,2016,1,3,13,128,128,28,40,1800,28,3,1012.4,-6.4,0,S,2.1,Huairou,03-01-2016 13:00,Unhealthy
24927,2016,1,3,14,117,117,35,39,1200,46,2.3,1017.5,-6.8,0,SSE,1.4,Wanshouxigong,03-01-2016 14:00,Unhealthy
24927,2016,1,3,14,146,146,28,47,1800,27,2.8,1012.2,-6.1,0,S,2.2,Huairou,03-01-2016 14:00,Unhealthy
24927,2016,1,3,14,105,105,29,49,1200,47,2.3,1017.5,-6.8,0,SSE,1.4,Tiantan,03-01-2016 14:00,Unhealthy
24927,2016,1,3,14,216,242,23,90,2800,15,1.5,1012.2,-4.4,0,SE,2.2,Changping,03-01-2016 14:00,Hazardous
24928,2016,1,3,15,157,157,32,52,1600,37,2.2,1017.4,-6.4,0,SSE,1.6,Wanshouxigong,03-01-2016 15:00,Hazardous
24928,2016,1,3,15,125,125,28,51,1300,48,2.2,1017.4,-6.4,0,SSE,1.6,Tiantan,03-01-2016 15:00,Unhealthy
24928,2016,1,3,15,190,190,24,66,2100,17,2.3,1012.3,-5.4,0,SSW,1.7,Huairou,03-01-2016 15:00,Hazardous
24928,2016,1,3,15,197,226,21,91,2600,15,1.8,1012.2,-4.1,0,S,1.6,Changping,03-01-2016 15:00,Hazardous
24929,2016,1,3,16,195,195,26,64,1900,20,2.2,1017.8,-6.7,0,SSE,0.8,Wanshouxigong,03-01-2016 16:00,Hazardous
24929,2016,1,3,16,168,168,23,65,1600,33,2.2,1017.8,-6.7,0,SSE,0.8,Tiantan,03-01-2016 16:00,Hazardous
24929,2016,1,3,16,216,216,22,84,2500,6,1.4,1012.9,-5.1,0,SW,1.6,Huairou,03-01-2016 16:00,Hazardous
24929,2016,1,3,16,203,240,16,98,2700,11,1.6,1012.8,-4.1,0,W,0.7,Changping,03-01-2016 16:00,Hazardous
24930,2016,1,3,17,220,220,20,67,2100,14,0.8,1018.2,-5.2,0,S,0.9,Wanshouxigong,03-01-2016 17:00,Hazardous
24930,2016,1,3,17,234,234,16,96,2700,2,-0.1,1013.1,-5.3,0,NE,0.1,Huairou,03-01-2016 17:00,Hazardous
24930,2016,1,3,17,217,217,14,80,1900,11,0.8,1018.2,-5.2,0,S,0.9,Tiantan,03-01-2016 17:00,Hazardous
24930,2016,1,3,17,204,248,8,103,2900,5,0.6,1013.1,-4.1,0,NNE,0.6,Changping,03-01-2016 17:00,Hazardous
24931,2016,1,3,18,197,245,5,106,3000,4,-1,1014.2,-4.5,0,NNW,0.9,Changping,03-01-2016 18:00,Hazardous
24931,2016,1,3,18,211,211,7,79,1900,5,-0.1,1019.2,-3.7,0,S,0.8,Tiantan,03-01-2016 18:00,Hazardous
24931,2016,1,3,18,219,219,18,71,2200,9,-0.1,1019.2,-3.7,0,S,0.8,Wanshouxigong,03-01-2016 18:00,Hazardous
24931,2016,1,3,18,230,230,9,100,3000,2,-2,1014.1,-5.5,0,NW,1.3,Huairou,03-01-2016 18:00,Hazardous
24932,2016,1,3,19,207,207,3,78,2100,4,-1.3,1020.2,-3.7,0,WNW,0.6,Tiantan,03-01-2016 19:00,Hazardous
24932,2016,1,3,19,218,260,5,104,3600,5,-1.5,1015.3,-4.7,0,NE,0.1,Changping,03-01-2016 19:00,Hazardous
24932,2016,1,3,19,226,226,23,76,2500,6,-1.3,1020.2,-3.7,0,WNW,0.6,Wanshouxigong,03-01-2016 19:00,Hazardous
24932,2016,1,3,19,269,269,5,95,3800,2,-2.7,1015.1,-5.7,0,WNW,1.2,Huairou,03-01-2016 19:00,Hazardous
24933,2016,1,3,20,236,236,22,75,2700,7,-2,1020.7,-3,0,ESE,0.7,Wanshouxigong,03-01-2016 20:00,Hazardous
24933,2016,1,3,20,275,275,5,90,4000,2,-4,1015.8,-6.5,0,NW,0.7,Huairou,03-01-2016 20:00,Hazardous
24933,2016,1,3,20,206,206,3,79,2400,4,-2,1020.7,-3,0,ESE,0.7,Tiantan,03-01-2016 20:00,Hazardous
24933,2016,1,3,20,214,243,5,98,3300,5,-2.1,1015.7,-5.1,0,NNW,1.5,Changping,03-01-2016 20:00,Hazardous
24934,2016,1,3,21,232,232,18,76,3000,7,-2.7,1021.4,-3.5,0,SW,0.2,Wanshouxigong,03-01-2016 21:00,Hazardous
24934,2016,1,3,21,201,226,4,95,3300,4,-2.9,1016.2,-5.5,0,NNW,1.4,Changping,03-01-2016 21:00,Hazardous
24934,2016,1,3,21,245,245,3,86,3600,2,-4.3,1016.3,-6.4,0,NW,0.9,Huairou,03-01-2016 21:00,Hazardous
24934,2016,1,3,21,199,199,3,69,2600,4,-2.7,1021.4,-3.5,0,SW,0.2,Tiantan,03-01-2016 21:00,Hazardous
24935,2016,1,3,22,256,256,6,84,4000,2,-4,1016.7,-6.1,0,NW,2.5,Huairou,03-01-2016 22:00,Hazardous
24935,2016,1,3,22,213,254,6,93,4400,7,-3.8,1016.7,-6.3,0,NW,1.2,Changping,03-01-2016 22:00,Hazardous
24935,2016,1,3,22,248,248,17,78,3700,8,-3.2,1021.8,-3.9,0,E,0.4,Wanshouxigong,03-01-2016 22:00,Hazardous
24935,2016,1,3,22,198,198,3,71,2900,4,-3.2,1021.8,-3.9,0,E,0.4,Tiantan,03-01-2016 22:00,Hazardous
24936,2016,1,3,23,305,337,8,90,5900,8,-3.4,1017.1,-5.9,0,NNE,1.3,Changping,03-01-2016 23:00,Hazardous
24936,2016,1,3,23,209,209,3,68,3300,4,-3.5,1022.1,-4.2,0,NW,0.1,Tiantan,03-01-2016 23:00,Hazardous
24936,2016,1,3,23,227,227,5,79,3300,2,-4.7,1016.9,-6.8,0,NW,1.2,Huairou,03-01-2016 23:00,Hazardous
24936,2016,1,3,23,257,257,16,77,3900,8,-3.5,1022.1,-4.2,0,NW,0.1,Wanshouxigong,03-01-2016 23:00,Hazardous
24937,2016,1,4,0,257,257,15,38,1100,30,1,1017.5,-10.8,0,NNE,2.1,Changping,04-01-2016 00:00,Hazardous
24937,2016,1,4,0,216,216,3,64,3900,4,-3.8,1022.4,-4.1,0,SW,0.2,Tiantan,04-01-2016 00:00,Hazardous
24937,2016,1,4,0,220,220,3,72,3300,2,-5.4,1017.3,-7.4,0,NNW,1.8,Huairou,04-01-2016 00:00,Hazardous
24937,2016,1,4,0,249,249,17,79,3900,8,-3.8,1022.4,-4.1,0,SW,0.2,Wanshouxigong,04-01-2016 00:00,Hazardous
24938,2016,1,4,1,253,253,17,81,3800,8,-4.4,1023,-4.5,0,E,0.9,Wanshouxigong,04-01-2016 01:00,Hazardous
24938,2016,1,4,1,227,227,3,68,3900,4,-4.4,1023,-4.5,0,E,0.9,Tiantan,04-01-2016 01:00,Hazardous
24938,2016,1,4,1,14,14,8,20,600,41,0.2,1018.2,-11.8,0,N,2.2,Changping,04-01-2016 01:00,Good
24938,2016,1,4,1,203,203,3,67,3000,2,-5.5,1017.9,-7.9,0,ENE,1,Huairou,04-01-2016 01:00,Hazardous
24939,2016,1,4,2,192,192,2,59,2900,2,-5.4,1018.7,-7.8,0,WNW,2,Huairou,04-01-2016 02:00,Hazardous
24939,2016,1,4,2,240,240,5,79,4000,5,-4.3,1023.6,-4.7,0,NNE,0.5,Tiantan,04-01-2016 02:00,Hazardous
24939,2016,1,4,2,11,11,23,38,400,28,0.3,1019.1,-12.4,0,NNW,2.8,Changping,04-01-2016 02:00,Good
24939,2016,1,4,2,258,258,14,80,4200,8,-4.3,1023.6,-4.7,0,NNE,0.5,Wanshouxigong,04-01-2016 02:00,Hazardous
24940,2016,1,4,3,163,163,3,49,2700,2,-5.1,1019.4,-9.5,0,NW,2,Huairou,04-01-2016 03:00,Hazardous
24940,2016,1,4,3,105,105,15,72,1100,9,0.1,1024.3,-9.4,0,N,2.9,Tiantan,04-01-2016 03:00,Unhealthy
24940,2016,1,4,3,180,180,19,68,2700,12,0.1,1024.3,-9.4,0,N,2.9,Wanshouxigong,04-01-2016 03:00,Hazardous
24940,2016,1,4,3,12,12,8,62,400,38,-0.3,1019.8,-12.9,0,NNW,4,Changping,04-01-2016 03:00,Good
24941,2016,1,4,4,106,106,3,35,2200,8,-5.3,1019.5,-10.3,0,WNW,1.5,Huairou,04-01-2016 04:00,Unhealthy
24941,2016,1,4,4,12,12,9,23,400,58,0.2,1024.5,-11.2,0,N,3,Tiantan,04-01-2016 04:00,Good
24941,2016,1,4,4,19,19,12,21,600,46,0.2,1024.5,-11.2,0,N,3,Wanshouxigong,04-01-2016 04:00,Good
24941,2016,1,4,4,6,15,7,58,500,37,-0.9,1020,-13.5,0,NNW,3.4,Changping,04-01-2016 04:00,Good
24942,2016,1,4,5,10,10,7,20,300,60,-0.8,1024.8,-12.4,0,N,2.1,Tiantan,04-01-2016 05:00,Good
24942,2016,1,4,5,61,61,4,33,1500,13,-5.4,1019.9,-11.1,0,WNW,1.1,Huairou,04-01-2016 05:00,Moderate
24942,2016,1,4,5,14,14,5,23,500,42,-1.3,1020.5,-13.8,0,NNE,1.8,Changping,04-01-2016 05:00,Good
24942,2016,1,4,5,14,5,7,17,500,55,-0.8,1024.8,-12.4,0,N,2.1,Wanshouxigong,04-01-2016 05:00,Good
24943,2016,1,4,6,24,24,3,13,900,40,-5.7,1020.6,-11.2,0,NW,1.2,Huairou,04-01-2016 06:00,Good
24943,2016,1,4,6,8,8,8,25,400,55,-1.4,1025.3,-13,0,NNW,3.2,Tiantan,04-01-2016 06:00,Good
24943,2016,1,4,6,8,8,6,21,500,51,-1.4,1025.3,-13,0,NNW,3.2,Wanshouxigong,04-01-2016 06:00,Good
24943,2016,1,4,6,7,7,3,17,400,61,-2.5,1020.9,-14,0,NW,1.7,Changping,04-01-2016 06:00,Good
24944,2016,1,4,7,7,7,8,31,400,51,-1.7,1026.1,-13.3,0,N,4,Tiantan,04-01-2016 07:00,Good
24944,2016,1,4,7,9,9,5,28,700,49,-2.3,1021.3,-14.4,0,N,2.4,Changping,04-01-2016 07:00,Good
24944,2016,1,4,7,5,5,2,16,800,41,-7.2,1021,-11.7,0,NW,1.8,Huairou,04-01-2016 07:00,Good
24944,2016,1,4,7,7,7,6,29,700,44,-1.7,1026.1,-13.3,0,N,4,Wanshouxigong,04-01-2016 07:00,Good
24945,2016,1,4,8,10,13,5,35,1000,44,-2.3,1022.3,-15,0,N,2.2,Changping,04-01-2016 08:00,Good
24945,2016,1,4,8,12,20,8,35,500,45,-2.1,1027,-13.6,0,NE,2.1,Tiantan,04-01-2016 08:00,Good
24945,2016,1,4,8,44,44,3,58,1900,2,-5.8,1021.7,-12.3,0,SSE,1.6,Huairou,04-01-2016 08:00,Good
24945,2016,1,4,8,13,13,5,29,600,45,-2.1,1027,-13.6,0,NE,2.1,Wanshouxigong,04-01-2016 08:00,Good
24946,2016,1,4,9,9,19,7,40,500,41,-2.1,1027.6,-14.5,0,N,3.2,Tiantan,04-01-2016 09:00,Good
24946,2016,1,4,9,13,13,5,39,600,46,-2.5,1022.9,-15.2,0,ESE,1,Changping,04-01-2016 09:00,Good
24946,2016,1,4,9,23,23,4,50,1400,6,-2,1022.5,-11.6,0,SSE,1.5,Huairou,04-01-2016 09:00,Good
24946,2016,1,4,9,13,13,6,31,600,42,-2.1,1027.6,-14.5,0,N,3.2,Wanshouxigong,04-01-2016 09:00,Good
24947,2016,1,4,10,13,13,6,31,600,42,-1.3,1027.9,-15.2,0,NNE,3.7,Wanshouxigong,04-01-2016 10:00,Good
24947,2016,1,4,10,10,13,7,33,500,50,-1.3,1027.9,-15.2,0,NNE,3.7,Tiantan,04-01-2016 10:00,Good
24947,2016,1,4,10,15,15,5,65,600,46,-0.3,1022.9,-17.1,0,WNW,4.6,Changping,04-01-2016 10:00,Good
24947,2016,1,4,10,13,13,2,22,800,36,0.6,1022.5,-14.6,0,SSE,1.6,Huairou,04-01-2016 10:00,Good
24948,2016,1,4,11,16,54,4,74,500,48,0,1022.6,-17.3,0,WNW,4.7,Changping,04-01-2016 11:00,Good
24948,2016,1,4,11,8,9,6,30,400,57,-0.2,1027.5,-15.3,0,NNE,3.5,Tiantan,04-01-2016 11:00,Good
24948,2016,1,4,11,8,9,6,30,400,57,-0.2,1027.5,-15.3,0,NNE,3.5,Wanshouxigong,04-01-2016 11:00,Good
24948,2016,1,4,11,12,12,2,15,800,47,1.5,1022.1,-16,0,SE,2.5,Huairou,04-01-2016 11:00,Good
24949,2016,1,4,12,14,22,5,64,500,49,0,1021.7,-16.8,0,WNW,4,Changping,04-01-2016 12:00,Good
24949,2016,1,4,12,10,13,6,23,400,66,0.5,1026.5,-15.5,0,NNE,3.6,Tiantan,04-01-2016 12:00,Good
24949,2016,1,4,12,10,13,6,23,400,66,0.5,1026.5,-15.5,0,NNE,3.6,Wanshouxigong,04-01-2016 12:00,Good
24949,2016,1,4,12,9,9,2,10,700,54,1.9,1021.2,-18.2,0,SE,1.7,Huairou,04-01-2016 12:00,Good
24950,2016,1,4,13,16,16,8,22,400,67,0.3,1025.7,-15.7,0,N,4.1,Tiantan,04-01-2016 13:00,Good
24950,2016,1,4,13,6,6,2,11,700,54,2.4,1020.1,-17.8,0,S,3.3,Huairou,04-01-2016 13:00,Good
24950,2016,1,4,13,6,6,2,11,700,54,0.3,1025.7,-15.7,0,N,4.1,Wanshouxigong,04-01-2016 13:00,Good
24950,2016,1,4,13,14,14,6,61,600,51,1.1,1020.7,-17.3,0,WNW,3.1,Changping,04-01-2016 13:00,Good
24951,2016,1,4,14,3,5,2,13,500,53,1.8,1019.6,-18.8,0,S,2,Huairou,04-01-2016 14:00,Good
24951,2016,1,4,14,15,15,8,24,400,65,1,1025,-16,0,NE,3.3,Tiantan,04-01-2016 14:00,Good
24951,2016,1,4,14,11,11,5,43,500,54,2.2,1020,-17.4,0,NW,2.5,Changping,04-01-2016 14:00,Good
24951,2016,1,4,14,15,15,5,43,500,54,1,1025,-16,0,NE,3.3,Wanshouxigong,04-01-2016 14:00,Good
24952,2016,1,4,15,18,19,6,37,500,55,2.5,1019.8,-18.3,0,WNW,2.9,Changping,04-01-2016 15:00,Good
24952,2016,1,4,15,13,13,6,20,600,60,1.3,1024.9,-16.1,0,NNW,1.8,Wanshouxigong,04-01-2016 15:00,Good
24952,2016,1,4,15,10,10,2,15,700,50,2.2,1019.3,-18.5,0,ESE,2.4,Huairou,04-01-2016 15:00,Good
24952,2016,1,4,15,17,17,8,29,400,60,1.3,1024.9,-16.1,0,NNW,1.8,Tiantan,04-01-2016 15:00,Good
24953,2016,1,4,16,8,8,2,11,300,55,1.6,1019.5,-19,0,ESE,0.8,Huairou,04-01-2016 16:00,Good
24953,2016,1,4,16,16,20,6,42,600,52,1.6,1019.7,-19,0,WNW,3.4,Changping,04-01-2016 16:00,Good
24953,2016,1,4,16,17,17,5,20,500,61,1.4,1024.7,-16.5,0,N,2.2,Wanshouxigong,04-01-2016 16:00,Good
24953,2016,1,4,16,13,13,7,31,400,58,1.4,1024.7,-16.5,0,N,2.2,Tiantan,04-01-2016 16:00,Good
24954,2016,1,4,17,9,28,6,43,600,49,0.2,1020.3,-19.6,0,NW,3,Changping,04-01-2016 17:00,Good
24954,2016,1,4,17,7,7,2,18,400,46,-0.2,1019.8,-17.9,0,SE,0.8,Huairou,04-01-2016 17:00,Good
24954,2016,1,4,17,12,17,8,36,500,52,0.8,1024.9,-17.5,0,NNW,3,Tiantan,04-01-2016 17:00,Good
24954,2016,1,4,17,19,19,6,27,600,52,0.8,1024.9,-17.5,0,NNW,3,Wanshouxigong,04-01-2016 17:00,Good
24955,2016,1,4,18,21,21,9,46,500,41,0.7,1025.6,-17.6,0,NNW,3.1,Tiantan,04-01-2016 18:00,Good
24955,2016,1,4,18,18,31,7,38,700,44,-0.5,1020.9,-18.6,0,N,2.8,Changping,04-01-2016 18:00,Good
24955,2016,1,4,18,10,10,2,31,500,32,-2.1,1020.5,-16.3,0,NW,1.5,Huairou,04-01-2016 18:00,Good
24955,2016,1,4,18,17,17,6,36,600,43,0.7,1025.6,-17.6,0,NNW,3.1,Wanshouxigong,04-01-2016 18:00,Good
24956,2016,1,4,19,14,14,6,37,600,43,-0.2,1026.1,-17.4,0,NW,2.9,Wanshouxigong,04-01-2016 19:00,Good
24956,2016,1,4,19,50,50,4,45,1000,16,-0.9,1021.1,-22.3,0,NNW,3,Huairou,04-01-2016 19:00,Good
24956,2016,1,4,19,17,21,10,49,600,36,-0.2,1026.1,-17.4,0,NW,2.9,Tiantan,04-01-2016 19:00,Good
24956,2016,1,4,19,16,16,6,33,600,50,-1.4,1021.6,-19.4,0,NE,2,Changping,04-01-2016 19:00,Good
24957,2016,1,4,20,14,14,5,33,500,45,-1.1,1026.6,-18.2,0,N,1.7,Wanshouxigong,04-01-2016 20:00,Good
24957,2016,1,4,20,19,19,9,42,500,42,-1.1,1026.6,-18.2,0,N,1.7,Tiantan,04-01-2016 20:00,Good
24957,2016,1,4,20,10,10,3,22,500,60,-2.4,1021.7,-20.3,0,NE,2.9,Changping,04-01-2016 20:00,Good
24957,2016,1,4,20,30,30,2,12,800,50,-2.8,1021.4,-20.6,0,WNW,2.3,Huairou,04-01-2016 20:00,Good
24958,2016,1,4,21,3,5,2,6,600,58,-3.4,1021.8,-22.7,0,NNE,1.8,Huairou,04-01-2016 21:00,Good
24958,2016,1,4,21,11,11,3,29,500,48,-2.1,1026.8,-19.1,0,NE,1.6,Wanshouxigong,04-01-2016 21:00,Good
24958,2016,1,4,21,17,17,7,42,500,40,-2.1,1026.8,-19.1,0,NE,1.6,Tiantan,04-01-2016 21:00,Good
24958,2016,1,4,21,9,9,3,25,500,57,-2.9,1022.2,-19.8,0,N,3.1,Changping,04-01-2016 21:00,Good
24959,2016,1,4,22,13,13,4,31,500,45,-2.8,1027.6,-19.2,0,N,2.4,Wanshouxigong,04-01-2016 22:00,Good
24959,2016,1,4,22,6,6,2,7,700,56,-3.7,1022.4,-22.9,0,NW,2.5,Huairou,04-01-2016 22:00,Good
24959,2016,1,4,22,6,7,3,23,600,58,-3.5,1022.8,-19.9,0,NNE,2.3,Changping,04-01-2016 22:00,Good
24959,2016,1,4,22,11,11,6,39,500,42,-2.8,1027.6,-19.2,0,N,2.4,Tiantan,04-01-2016 22:00,Good
24960,2016,1,4,23,18,18,6,34,400,48,-3.5,1027.5,-19,0,NNE,2,Tiantan,04-01-2016 23:00,Good
24960,2016,1,4,23,7,7,2,5,800,57,-4.8,1022.7,-21,0,N,1.5,Huairou,04-01-2016 23:00,Good
24960,2016,1,4,23,12,12,5,31,500,44,-3.5,1027.5,-19,0,NNE,2,Wanshouxigong,04-01-2016 23:00,Good
24960,2016,1,4,23,4,5,3,25,600,55,-3.9,1022.8,-20.2,0,N,2.4,Changping,04-01-2016 23:00,Good
24961,2016,1,5,0,11,11,3,22,500,56,-4.8,1023.1,-20.6,0,N,1.2,Changping,05-01-2016 00:00,Good
24961,2016,1,5,0,14,14,7,33,500,46,-3.9,1027.7,-19.4,0,N,2,Tiantan,05-01-2016 00:00,Good
24961,2016,1,5,0,13,13,6,28,500,45,-3.9,1027.7,-19.4,0,N,2,Wanshouxigong,05-01-2016 00:00,Good
24961,2016,1,5,0,6,6,2,3,800,56,-5.1,1022.8,-19.3,0,W,1.5,Huairou,05-01-2016 00:00,Good
24962,2016,1,5,1,8,8,2,2,800,55,-4.9,1022.5,-22,0,NW,2.2,Huairou,05-01-2016 01:00,Good
24962,2016,1,5,1,13,13,7,31,400,46,-3.8,1027.4,-19.7,0,NNE,3,Tiantan,05-01-2016 01:00,Good
24962,2016,1,5,1,10,10,2,17,500,56,-5.1,1022.8,-21.2,0,NNE,1.7,Changping,05-01-2016 01:00,Good
